-18.68481746534777,300.0,300.0,0.5
-18.68481746534777,300.0,300.0,0.5
-18.68481746534777,315.0,300.0,0.5
-18.68481746534777,300.0,315.0,0.5
-18.68481746534777,300.0,300.0,0.525
-18.68481746534777,310.0,310.0,0.475
-18.68481746534777,302.5,302.5,0.5125
-18.68481746534777,307.5,300.0,0.5
-18.68481746534777,300.0,307.5,0.5
-18.68481746534777,300.0,300.0,0.5125
-18.68481746534777,305.0,305.0,0.48750000000000004
-18.68481746534777,301.25,301.25,0.50625
-18.68481746534777,303.75,300.0,0.5
-18.68481746534777,300.0,303.75,0.5
-18.68481746534777,300.0,300.0,0.50625
-18.68481746534777,302.5,302.5,0.49375
-18.68481746534777,300.625,300.625,0.503125
-18.68481746534777,301.875,300.0,0.5
-18.68481746534777,300.0,301.875,0.5
-18.68481746534777,300.0,300.0,0.503125
-18.68481746534777,301.25,301.25,0.49687499999999996
-18.68481746534777,300.3125,300.3125,0.5015625
-18.68481746534777,300.9375,300.0,0.5
-18.68481746534777,300.0,300.9375,0.5
-18.68481746534777,300.0,300.0,0.5015625
-18.68481746534777,300.625,300.625,0.4984375
-18.68481746534777,300.15625,300.15625,0.50078125
-18.68481746534777,300.46875,300.0,0.5
-18.68481746534777,300.0,300.46875,0.5
-18.68481746534777,300.0,300.0,0.50078125
-18.68481746534777,300.3125,300.3125,0.49921875000000004
-18.68481746534777,300.078125,300.078125,0.500390625
-18.68481746534777,300.234375,300.0,0.5
-18.68481746534777,300.0,300.234375,0.5
-18.68481746534777,300.0,300.0,0.500390625
-18.68481746534777,300.15625,300.15625,0.499609375
-18.68481746534777,300.0390625,300.0390625,0.5001953125
-18.68481746534777,300.1171875,300.0,0.5
-18.68481746534777,300.0,300.1171875,0.5
-18.68481746534777,300.0,300.0,0.5001953125
-18.68481746534777,300.078125,300.078125,0.49980468749999996
-18.68481746534777,300.01953125,300.01953125,0.50009765625
-18.68481746534777,300.05859375,300.0,0.5
-18.68481746534777,300.0,300.05859375,0.5
-18.68481746534777,300.0,300.0,0.50009765625
-18.68481746534777,300.0390625,300.0390625,0.49990234375
-18.68481746534777,300.009765625,300.009765625,0.500048828125
-18.68481746534777,300.029296875,300.0,0.5
-18.68481746534777,300.0,300.029296875,0.5
-18.68481746534777,300.0,300.0,0.500048828125
-18.68481746534777,300.01953125,300.01953125,0.49995117187500004
-18.68481746534777,300.0048828125,300.0048828125,0.5000244140625
-18.68481746534777,300.0146484375,300.0,0.5
-18.68481746534777,300.0,300.0146484375,0.5
-18.68481746534777,300.0,300.0,0.5000244140625
-18.68481746534777,300.009765625,300.009765625,0.4999755859375
-18.68481746534777,300.00244140625,300.00244140625,0.50001220703125
-18.68481746534777,300.00732421875,300.0,0.5
-18.68481746534777,300.0,300.00732421875,0.5
-18.68481746534777,300.0,300.0,0.50001220703125
-18.68481746534777,300.0048828125,300.0048828125,0.49998779296874996
-18.68481746534777,300.001220703125,300.001220703125,0.500006103515625
-18.68481746534777,300.003662109375,300.0,0.5
-18.68481746534777,300.0,300.003662109375,0.5
-18.68481746534777,300.0,300.0,0.500006103515625
