0,0
13.75064243,7.931466096
30.18752145,15.84954385
48.75385495,23.7570083
68.60417214,31.6580733
89.32156089,39.55481678
110.9947843,47.44679633
133.1211648,55.33651732
155.6451749,63.2242565
178.7631177,71.1090355
202.1199552,78.99262383
225.6976393,86.87511145
249.4859418,94.75654933
273.8266684,102.6352339
298.1831384,110.51384
322.9420516,118.3904403
348.1377496,126.2648637
373.1199579,134.1403511
398.3100921,142.0148022
423.81185,149.8877001
449.2023072,157.7611528
474.9073703,165.6330374
500.7460066,173.5042563
526.6388834,181.3752049
552.4640866,189.2464908
578.5271109,197.1165914
604.5256986,204.9870131
630.3406544,212.85835
656.9288316,220.7258332
683.2143364,228.5948249
709.3146665,236.4647395
735.9106207,244.3321839
761.9496509,252.2024041
787.9425241,260.0728542
813.995188,267.9430064
839.881059,275.8139899
865.5823154,283.6858936
891.2098134,291.5581648
917.2631943,299.4283134
942.3221424,307.3034183
967.7976415,315.1764472
993.5045975,323.0483224
1018.298609,330.9247478
1043.770097,338.7977966
1069.130425,346.6713994
1093.609744,354.5493932
1118.994279,362.4228754
1143.589718,370.3002905
1167.950984,378.1788727
1192.618136,386.0559303
1217.604565,393.9313967
